school_id,name,boards,number_of_boards,state,district,pincode,country,udise_plus_id,udise_code_masked,staffroom_url
sr117199,ANKUR INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,AHMEDABAD,382449,India,4256914,******00009,https://www.thestaffroom.in/school/ankur-international-school~sr117199
sr117200,GD GOENKA INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,AHMEDABAD,380060,India,4257533,******00563,https://www.thestaffroom.in/school/gd-goenka-international-school~sr117200
sr117201,JYOTI DHAM SCHOOL,CBSE,1,GUJARAT,VALSAD,396195,India,4203136,******05013,https://www.thestaffroom.in/school/jyoti-dham-school~sr117201
sr117202,GD GOENKA INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,KACHCHH,370205,India,4256905,******00513,https://www.thestaffroom.in/school/gd-goenka-international-school~sr117202
sr117203,NARAYANA E-TECHNO SCHOOL,CBSE,1,GUJARAT,SURAT,395009,India,4257444,******00536,https://www.thestaffroom.in/school/narayana-e-techno-school~sr117203
sr117204,PRK INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,SURAT,395002,India,,,https://www.thestaffroom.in/school/prk-international-school~sr117204
sr117205,ANKUR INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,AHMEDABAD,382346,India,,,https://www.thestaffroom.in/school/ankur-international-school~sr117205
sr117206,RJ INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,MAHESANA,384002,India,4256381,******02305,https://www.thestaffroom.in/school/rj-international-school~sr117206
sr117207,YAGNIK VIDHYALAYA,CBSE,1,GUJARAT,VADODARA,391740,India,4216626,******02209,https://www.thestaffroom.in/school/yagnik-vidhyalaya~sr117207
sr117208,PHOENIX SCHOOL,CBSE,1,GUJARAT,VADODARA,390012,India,,,https://www.thestaffroom.in/school/phoenix-school~sr117208
sr117209,IDEAL SCHOOL,CBSE,1,GUJARAT,VADODARA,390014,India,4249759,******00618,https://www.thestaffroom.in/school/ideal-school~sr117209
sr117210,SRI CHAITANYA TECHNO SCHOOL,CBSE,1,GUJARAT,BANASKANTHA,385001,India,4257133,******00204,https://www.thestaffroom.in/school/sri-chaitanya-techno-school~sr117210
sr117211,AGASTI INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,BHARUCH,393001,India,,,https://www.thestaffroom.in/school/agasti-international-school~sr117211
sr117212,SHRI BRAHMANAND VIDYA MANDIR SAINIK SCHOOL CHAPARDA,CBSE,1,GUJARAT,JUNAGADH,362120,India,4256554,******04808,https://www.thestaffroom.in/school/shri-brahmanand-vidya-mandir-sainik-school-chaparda~sr117212
sr117213,P P SAVANI SCHOOL OF EXCELLENCE,CBSE,1,GUJARAT,SURAT,394601,India,4257530,******00559,https://www.thestaffroom.in/school/p-p-savani-school-of-excellence~sr117213
sr117214,SAINT MARY'S SCHOOL,CBSE,1,GUJARAT,SURENDRANAGAR,363520,India,4255146,******07507,https://www.thestaffroom.in/school/saint-mary-s-school~sr117214
sr117215,BILIMORA INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,NAVSARI,396360,India,,,https://www.thestaffroom.in/school/bilimora-international-school~sr117215
sr117216,SAT KRISHNA SCHOOL,CBSE,1,GUJARAT,AHMEDABAD,382150,India,4257394,******00473,https://www.thestaffroom.in/school/sat-krishna-school~sr117216
sr117217,JAIN INTERNATIONAL PUBLIC SCHOOL,CBSE,1,GUJARAT,VALSAD,396020,India,4243526,******00143,https://www.thestaffroom.in/school/jain-international-public-school~sr117217
sr117218,ASHADEEP INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,SURAT,394520,India,4257529,******00558,https://www.thestaffroom.in/school/ashadeep-international-school~sr117218
sr117219,SHRI MOTIBHAI R. CHAUDHARY SAGAR SAINIK SCHOOL,CBSE,1,GUJARAT,MAHESANA,384435,India,4256386,******08134,https://www.thestaffroom.in/school/shri-motibhai-r-chaudhary-sagar-sainik-school~sr117219
sr117220,THE NEW TULIP INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,ANAND,387310,India,4248685,******00920,https://www.thestaffroom.in/school/the-new-tulip-international-school~sr117220
sr117221,TIRTH INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,DOHAD,389140,India,4215059,******08006,https://www.thestaffroom.in/school/tirth-international-school~sr117221
sr117222,EKLAVYA VIDYAMANDIR,CBSE,1,GUJARAT,KACHCHH,370205,India,,,https://www.thestaffroom.in/school/eklavya-vidyamandir~sr117222
sr117223,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,BHARUCH,393133,India,,,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117223
sr117224,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,JAMNAGAR,361110,India,4252423,******00118,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117224
sr117225,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,KHEDA,387630,India,4231357,******02713,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117225
sr117226,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,KACHCHH,370490,India,4254613,******14904,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117226
sr117227,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,PORBANDAR,360575,India,4226779,******07795,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117227
sr117228,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,SURAT,394690,India,,,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117228
sr117229,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDAYALAYA,CBSE,1,GUJARAT,AMRELI,362720,India,,,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidayalaya~sr117229
sr117230,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,SURENDRANAGAR,363310,India,4211120,******01048,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117230
sr117231,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,RAJKOT,360110,India,4212395,******05805,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117231
sr117232,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,ARVALLI,383310,India,4219481,******01715,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117232
sr117233,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,PANCH MAHALS,389151,India,,,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117233
sr117234,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,PATAN,384229,India,4233676,******03206,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117234
sr117235,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,BHAVNAGAR,364150,India,4240350,******02605,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117235
sr117236,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,VADODARA,391445,India,4216374,******08306,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117236
sr117237,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,GANDHINAGAR,382315,India,4236621,******16502,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117237
sr117238,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,BANASKANTHA,385506,India,,,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117238
sr117239,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,MAHESANA,384355,India,4237984,******05005,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117239
sr117240,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,PANCH MAHALS,389340,India,4241026,******02719,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117240
sr117241,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,DANG,394720,India,4232453,******25912,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117241
sr117242,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,AMRELI,366510,India,4205809,******00506,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117242
sr117243,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,ANAND,263153,India,,,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117243
sr117244,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,NAVSARI,263153,India,,,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117244
sr117245,JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,NARMADA,366510,India,,,https://www.thestaffroom.in/school/jawahar-navodaya-vidyalaya~sr117245
sr117246,PM SHRI SCHOOL JAWHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,VALSAD,790104,India,,,https://www.thestaffroom.in/school/pm-shri-school-jawhar-navodaya-vidyalaya~sr117246
sr117247,JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,BOTAD,364710,India,4234847,******06008,https://www.thestaffroom.in/school/jawahar-navodaya-vidyalaya~sr117247
sr117248,JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,DOHAD,389140,India,4205646,******07811,https://www.thestaffroom.in/school/jawahar-navodaya-vidyalaya~sr117248
sr117249,JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,MAHISAGAR&#xA0;,388255,India,4235447,******04424,https://www.thestaffroom.in/school/jawahar-navodaya-vidyalaya~sr117249
sr117250,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,DEVBHUMI DWARKA,361306,India,,,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya~sr117250
sr117251,JAWAHAR NAVODAYA VIDYALAYA JUNAGADH,CBSE,1,GUJARAT,JUNAGADH,362263,India,4200444,******06305,https://www.thestaffroom.in/school/jawahar-navodaya-vidyalaya-junagadh~sr117251
sr117252,JAWAHAR NAVODAYA VIDYALAYA,CBSE,1,GUJARAT,AHMEDABAD,110033,India,,,https://www.thestaffroom.in/school/jawahar-navodaya-vidyalaya~sr117252
sr117253,PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA SABARKANTHA,CBSE,1,GUJARAT,SABARKANTHA,383230,India,4254930,******13706,https://www.thestaffroom.in/school/pm-shri-school-jawahar-navodaya-vidyalaya-sabarkantha~sr117253
sr117254,JAWAHAR NAVODAYA VIDYALAYA VANKAL SURAT,CBSE,1,GUJARAT,SURAT,394430,India,4255823,******09703,https://www.thestaffroom.in/school/jawahar-navodaya-vidyalaya-vankal-surat~sr117254
sr117255,JAWAHAR NAVODAYA VIDYALAYA CHHOTAUDEPUR,CBSE,1,GUJARAT,CHHOTAUDEPUR,391125,India,4255817,******01310,https://www.thestaffroom.in/school/jawahar-navodaya-vidyalaya-chhotaudepur~sr117255
sr117256,JAWAHAR NAVODAYA VIDYALAYA MORBI,CBSE,1,GUJARAT,MORBI,363621,India,4255786,******04703,https://www.thestaffroom.in/school/jawahar-navodaya-vidyalaya-morbi~sr117256
sr117257,SAINIK SCHOOL,CBSE,1,GUJARAT,JAMNAGAR,361230,India,4252927,******00603,https://www.thestaffroom.in/school/sainik-school~sr117257
sr117258,AIR FORCE SCHOOL,CBSE,1,GUJARAT,JAMNAGAR,361003,India,,,https://www.thestaffroom.in/school/air-force-school~sr117258
sr117259,ARMY PUBLIC SCHOOL,CBSE,1,GUJARAT,AHMEDABAD,380003,India,4247276,******02446,https://www.thestaffroom.in/school/army-public-school~sr117259
sr117260,ARMY PUBLIC SCHOOL,CBSE,1,GUJARAT,SURENDRANAGAR,363310,India,4238263,******01011,https://www.thestaffroom.in/school/army-public-school~sr117260
sr117261,ARMY PUBLIC SCHOOL,CBSE,1,GUJARAT,KACHCHH,370001,India,4254907,******22150,https://www.thestaffroom.in/school/army-public-school~sr117261
sr117262,AIR FORCE SCHOOL,CBSE,1,GUJARAT,KACHCHH,370001,India,4251746,******22135,https://www.thestaffroom.in/school/air-force-school~sr117262
sr117263,PM SHRI KENDRIYA VIDYALAYA NO 1,CBSE,1,HARYANA,AMBALA,133001,India,1516542,******02903,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-no-1~sr117263
sr117264,PM SHRI KENDRIYA VIDYALAYA NO 2,CBSE,1,HARYANA,AMBALA,133001,India,1506274,******02904,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-no-2~sr117264
sr117265,KENDRIYA VIDYALAYA NO 1,CBSE,1,HARYANA,FARIDABAD,121001,India,1523573,******10008,https://www.thestaffroom.in/school/kendriya-vidyalaya-no-1~sr117265
sr117266,PM SHRI KENDRIYA VIDYALAYA NO 2,CBSE,1,HARYANA,FARIDABAD,121001,India,1501919,******10012,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-no-2~sr117266
sr117267,KENDRIYA VIDYALAYA,CBSE,1,HARYANA,ROHTAK,124104,India,1509922,******07521,https://www.thestaffroom.in/school/kendriya-vidyalaya~sr117267
sr117268,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,GURUGRAM,122001,India,1522262,******07704,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117268
sr117269,PM SHRI KENDRIYA VIDYALAYA NO-1,CBSE,1,HARYANA,PANCHKULA,134107,India,1513108,******12603,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-no-1~sr117269
sr117270,PM SHRI KENDRIYA VIDYALAYA NO 3,CBSE,1,HARYANA,AMBALA,133001,India,1516626,******05587,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-no-3~sr117270
sr117271,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,REWARI,123401,India,1510703,******10810,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117271
sr117272,PM SHRI KENDRIYA VIDYALAYA NO.1,CBSE,1,HARYANA,SIRSA,125055,India,1512583,******05913,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-no-1~sr117272
sr117273,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,HISSAR,125001,India,,,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117273
sr117274,KENDRIYA VIDYALAYA NO 4,CBSE,1,HARYANA,AMBALA,133001,India,1516543,******02905,https://www.thestaffroom.in/school/kendriya-vidyalaya-no-4~sr117274
sr117275,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,PALWAL,121102,India,1522923,******04704,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117275
sr117276,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,KARNAL,132001,India,1521808,******08502,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117276
sr117277,PM SHRI KENDRIYA VIDYALAYA NO 2,CBSE,1,HARYANA,PANCHKULA,134107,India,1523277,******12605,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-no-2~sr117277
sr117278,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,BHIWANI,125021,India,1509148,******00399,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117278
sr117279,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,MAHENDRAGARH,123001,India,1516266,******06903,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117279
sr117280,PM SHRI KENDRIYA VIDYALAYA NAHARA,CBSE,1,HARYANA,SONIPAT,131103,India,1523495,******04505,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-nahara~sr117280
sr117281,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,GURUGRAM,122051,India,1512054,******08015,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117281
sr117282,PM SHRI KENDRIYA VIDYALAYA NO 2,CBSE,1,HARYANA,SIRSA,125055,India,1518376,******07501,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-no-2~sr117282
sr117283,PM SHRI KENDRIYA VIDYALAYA ROHTAK,CBSE,1,HARYANA,ROHTAK,124001,India,1509783,******04076,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-rohtak~sr117283
sr117284,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,PANCHKULA,134103,India,1500194,******04202,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117284
sr117285,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,PANCHKULA,134104,India,1513068,******05335,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117285
sr117286,PM SHRI KENDRIYA VIDYALAYA NO 3,CBSE,1,HARYANA,FARIDABAD,121001,India,1523442,******10013,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-no-3~sr117286
sr117287,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,KARNAL,132114,India,1521639,******02904,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117287
sr117288,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,HARYANA,REWARI,123302,India,1510517,******00709,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr117288
sr117289,KENDRIYA VIDYALAYA NO.2,CBSE,1,HARYANA,GURUGRAM,843334,India,1522155,******01907,https://www.thestaffroom.in/school/kendriya-vidyalaya-no-2~sr117289
sr117290,PM SHRI KENDRIYA VIDYALAYA MATHANA,CBSE,1,HARYANA,KURUKSHETRA,136131,India,1521422,******07611,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-mathana~sr117290
sr117291,PM SHRI KENDRIYA VIDYALAYA BUDAYAN JIND,CBSE,1,HARYANA,JIND,126115,India,1512494,******00606,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-budayan-jind~sr117291
sr117292,PM SHRI KENDRIYA VIDYALAYA MATANHAIL,CBSE,1,HARYANA,JHAJJAR,124106,India,1523990,******03407,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-matanhail~sr117292
sr117293,PMSHRI KENDRIYA VIDYALAYA BEHOLI SAMALKHA,CBSE,1,HARYANA,PANIPAT,132101,India,1501453,******02607,https://www.thestaffroom.in/school/pmshri-kendriya-vidyalaya-beholi-samalkha~sr117293
sr117294,"KENDRIYA VIDYALAYA BADOPAL, FATEHABAD",CBSE,1,HARYANA,FATEHABAD,125048,India,1501490,******01311,https://www.thestaffroom.in/school/kendriya-vidyalaya-badopal-fatehabad~sr117294
sr117295,KV GC CRPF KADARPUR,CBSE,1,HARYANA,GURUGRAM,122098,India,1524563,******00390,https://www.thestaffroom.in/school/kv-gc-crpf-kadarpur~sr117295
sr117296,KENDRIYA VIDYALAYA GC CRPF SONIPAT,CBSE,1,HARYANA,SONIPAT,131021,India,1524614,******00439,https://www.thestaffroom.in/school/kendriya-vidyalaya-gc-crpf-sonipat~sr117296
sr117297,"KENDRIYA VIDYALAYA BILASPUR, YAMUNANAGAR",CBSE,1,HARYANA,YAMUNANAGAR,135102,India,,,https://www.thestaffroom.in/school/kendriya-vidyalaya-bilaspur-yamunanagar~sr117297
sr117298,INDIA INTERNATIONAL SCHOOL,CBSE,1,,,,Bangladesh,,,https://www.thestaffroom.in/school/india-international-school~sr117298
sr117299,MANUU MODEL SCHOOL,CBSE,1,HARYANA,NUH,122107,India,1500120,******08420,https://www.thestaffroom.in/school/manuu-model-school~sr117299
sr117300,MOTILAL NEHRU SCHOOL OF SPTS,CBSE,1,HARYANA,SONIPAT,131029,India,1504164,******00803,https://www.thestaffroom.in/school/motilal-nehru-school-of-spts~sr117300
sr117301,PM SHRI GOVERNMENT MODEL SANSKRITI SENIOR SECONDARY SCHOOL,CBSE,1,HARYANA,PANCHKULA,134118,India,,,https://www.thestaffroom.in/school/pm-shri-government-model-sanskriti-senior-secondary-school~sr117301
sr117302,GOVT.MODEL SANSKRITI SR SEC SCHOOL SECTOR 20 PANCHKULA,CBSE,1,HARYANA,PANCHKULA,134116,India,1523179,******00162,https://www.thestaffroom.in/school/govt-model-sanskriti-sr-sec-school-sector-20-panchkula~sr117302
sr117303,GOVT. MODEL SANSKRITI SR SEC SCHOOL MADINA,CBSE,1,HARYANA,SONIPAT,131301,India,,,https://www.thestaffroom.in/school/govt-model-sanskriti-sr-sec-school-madina~sr117303
sr117304,GOVT MODEL SANSKRITI SR SEC SCHOOL TIGAON FARIDABAD,CBSE,1,HARYANA,FARIDABAD,121101,India,,,https://www.thestaffroom.in/school/govt-model-sanskriti-sr-sec-school-tigaon-faridabad~sr117304
sr117305,CHAUDHARY SHYAM CHAND GOVT. MODEL SANSKRITI SR. SEC. SCHOOL LATH,CBSE,1,HARYANA,SONIPAT,131301,India,,,https://www.thestaffroom.in/school/chaudhary-shyam-chand-govt-model-sanskriti-sr-sec-school-lath~sr117305
sr117306,GOVT. MODEL SANSKRITI SENIOR SECONDARY SCHOOL BEESWANMEEL,CBSE,1,HARYANA,SONIPAT,131029,India,,,https://www.thestaffroom.in/school/govt-model-sanskriti-senior-secondary-school-beeswanmeel~sr117306
sr117307,GOVT. MODEL SANSKRITI SR. SEC. SCHOOL (3460) GANAUR,CBSE,1,HARYANA,SONIPAT,131101,India,1506768,******02606,https://www.thestaffroom.in/school/govt-model-sanskriti-sr-sec-school-3460-ganaur~sr117307
sr117308,GOVT. MODEL SANSKRITI SR. SEC. SCHOOL TOSHAM BHIWANI,CBSE,1,HARYANA,BHIWANI,127040,India,,,https://www.thestaffroom.in/school/govt-model-sanskriti-sr-sec-school-tosham-bhiwani~sr117308
sr117309,BABU BAL MUKAND GUPT GOVT. MODEL SANSKRITI SR SEC SCHOOL GUDIANI,CBSE,1,HARYANA,REWARI,123301,India,1510523,******01401,https://www.thestaffroom.in/school/babu-bal-mukand-gupt-govt-model-sanskriti-sr-sec-school-gudiani~sr117309
sr117310,GOVT. MODEL SANSKRITI SR. SEC. SCHOOL GAHRHI BOLNI,CBSE,1,HARYANA,REWARI,123401,India,,,https://www.thestaffroom.in/school/govt-model-sanskriti-sr-sec-school-gahrhi-bolni~sr117310
sr117311,GOVT. BOYS SENI SECONDARY SCHOOL,CBSE,1,HARYANA,FARIDABAD,121001,India,,,https://www.thestaffroom.in/school/govt-boys-seni-secondary-school~sr117311
sr117312,GMSSSS LADAIN (3077),CBSE,1,HARYANA,JHAJJAR,124146,India,1503576,******00403,https://www.thestaffroom.in/school/gmssss-ladain-3077~sr117312
sr117313,"GOVERNMENT MODEL SANSKRITI SENIOR SECONDARY SCHOOL, RAJOUND (KAITHAL)",CBSE,1,HARYANA,KAITHAL,136044,India,1513413,******00104,https://www.thestaffroom.in/school/government-model-sanskriti-senior-secondary-school-rajound-kaithal~sr117313
sr117314,SAHEED DHARAMBIR GOVERNMENT MODEL SANSKRITI SENIOR SECONDARY SCHOOL DHAKLA,CBSE,1,HARYANA,JHAJJAR,124109,India,1505556,******01503,https://www.thestaffroom.in/school/saheed-dharambir-government-model-sanskriti-senior-secondary-school-dhakla~sr117314
sr117315,"DR. SARUP SINGH GOVERNMENT MODEL SENIOR SECONDARY SCHOOL, SANGHI (ROHTAK)",CBSE,1,HARYANA,ROHTAK,124303,India,,,https://www.thestaffroom.in/school/dr-sarup-singh-government-model-senior-secondary-school-sanghi-rohtak~sr117315
sr117316,GOVERNMENT MODEL SANSKRITI SENIOR SECONDARY SCHOOL TATARPUR ISTMURAR,CBSE,1,HARYANA,REWARI,122502,India,,,https://www.thestaffroom.in/school/government-model-sanskriti-senior-secondary-school-tatarpur-istmurar~sr117316
sr117317,GOVT. MODAL SANSKRITI SR. SEC. SCHOOL PADHA,CBSE,1,HARYANA,KARNAL,132036,India,1515120,******03902,https://www.thestaffroom.in/school/govt-modal-sanskriti-sr-sec-school-padha~sr117317
sr117318,GOVT MODEL SANSKRITI SR SEC SCHOOL SAROLI (MEWAT),CBSE,1,HARYANA,NUH,122508,India,1503352,******06703,https://www.thestaffroom.in/school/govt-model-sanskriti-sr-sec-school-saroli-mewat~sr117318
sr117319,GOVT. MODEL SANSKRITI SR. SEC. SCHOOL,CBSE,1,HARYANA,YAMUNANAGAR,135001,India,1518360,******05223,https://www.thestaffroom.in/school/govt-model-sanskriti-sr-sec-school~sr117319
sr117320,"GOVT MODEL SANSKRITI SENIOR SECONDARY SCHOOL, MATINDU(3480)",CBSE,1,HARYANA,SONIPAT,131402,India,1517146,******02402,https://www.thestaffroom.in/school/govt-model-sanskriti-senior-secondary-school-matindu-3480~sr117320
sr117321,GSSS BABAIN (2392),CBSE,1,HARYANA,KURUKSHETRA,136156,India,1511292,******00702,https://www.thestaffroom.in/school/gsss-babain-2392~sr117321
sr117322,GOVERNMENT MODEL SANSKRITI SENIOR SECONDARY SCHOOL PUNDRI (KAITHAL),CBSE,1,HARYANA,KAITHAL,136026,India,,,https://www.thestaffroom.in/school/government-model-sanskriti-senior-secondary-school-pundri-kaithal~sr117322
sr117323,GOVERNMENT MODEL SANSKRITI SENIOR SECONDARY SCHOOL KURUKSHETRA,CBSE,1,HARYANA,KURUKSHETRA,136118,India,1510207,******11113,https://www.thestaffroom.in/school/government-model-sanskriti-senior-secondary-school-kurukshetra~sr117323
sr117324,"SHAHEED BALBIR SINGH GOVT. MODEL SANSKRITI SR. SEC.SCHOOL, ISMAILABAD KURUKSHETRA",CBSE,1,HARYANA,KURUKSHETRA,136129,India,,,https://www.thestaffroom.in/school/shaheed-balbir-singh-govt-model-sanskriti-sr-sec-school-ismailabad-kurukshetra~sr117324
sr117325,"GOVERNMENT MODEL SANSKRITI SENIOR SECONDARY SCHOOL, RAJAKHERI",CBSE,1,HARYANA,PANIPAT,132103,India,1502720,******05801,https://www.thestaffroom.in/school/government-model-sanskriti-senior-secondary-school-rajakheri~sr117325
sr117326,GMSSSS PITHRAWAS,CBSE,1,HARYANA,REWARI,123101,India,1515290,******05401,https://www.thestaffroom.in/school/gmssss-pithrawas~sr117326
sr117327,SHL PM SHRI GOVERNMENT MODEL SANSKRITI SENIOR SECONDARY SCHOOL,CBSE,1,HARYANA,REWARI,123401,India,,,https://www.thestaffroom.in/school/shl-pm-shri-government-model-sanskriti-senior-secondary-school~sr117327
sr117328,GOVT. MODEL SANSKRITI SR. SEC. SCHOOL NUH,CBSE,1,HARYANA,NUH,122107,India,,,https://www.thestaffroom.in/school/govt-model-sanskriti-sr-sec-school-nuh~sr117328
sr117329,GOVT. MODEL SANSKRITI SENIOR SECONDARY SCHOOL RAIPUR RANI,CBSE,1,HARYANA,PANCHKULA,134204,India,1523365,******00104,https://www.thestaffroom.in/school/govt-model-sanskriti-senior-secondary-school-raipur-rani~sr117329
