school_id,board,board_code,udise_plus_id,udise_code_masked,match_type,match_note,evidence_url
sr107474,cbse,2134566,,,own,,
sr107475,cbse,2134567,,,own,,
sr107476,cbse,2134568,,,own,,
sr107477,cbse,2134569,2190383,******06302,own,,
sr107478,cbse,2134570,,,own,,
sr107479,cbse,2134571,,,own,,
sr107480,cbse,2134572,1963071,******18101,own,,
sr107481,cbse,2134573,,,own,,
sr107482,cbse,2134574,2208914,******06013,own,,
sr107483,cbse,2134575,,,own,,
sr107484,cbse,2134576,2060728,******00106,own,,
sr107485,cbse,2134577,,,own,,
sr107486,cbse,2134578,2214246,******02229,own,,
sr107487,cbse,2134579,,,own,,
sr107488,cbse,2134580,2201444,******05303,own,,
sr107489,cbse,2134581,,,own,,
sr107490,cbse,2134582,2199913,******03310,own,,
sr107491,cbse,2134583,2206338,******02915,own,,
sr107492,cbse,2134584,2028446,******01705,own,,
sr107493,cbse,2134585,2193671,******03313,own,,
sr107494,cbse,2134586,2203975,******03505,own,,
sr107495,cbse,2134587,,,own,,
sr107496,cbse,2134588,2208588,******02603,own,,
sr107497,cbse,2134589,2194682,******08104,own,,
sr107498,cbse,2134590,1924484,******00102,own,,
sr107499,cbse,2134591,2194727,******02703,own,,
sr107500,cbse,2134592,2081099,******01208,own,,
sr107501,cbse,2134593,,,own,,
sr107502,cbse,2134594,1929516,******04904,own,,
sr107503,cbse,2134595,,,own,,
sr107504,cbse,2134596,,,own,,
sr107505,cbse,2134597,2215747,******03888,own,,
sr107506,cbse,2134598,,,own,,
sr107507,cbse,2134599,,,own,,
sr107508,cbse,2134600,,,own,,
sr107509,cbse,2134601,,,own,,
sr107510,cbse,2134602,2191150,******00523,own,,
sr107511,cbse,2134603,,,own,,
sr107512,cbse,2134604,,,own,,
sr107513,cbse,2134605,2079443,******03009,own,,
sr107514,cbse,2134606,,,own,,
sr107515,cbse,2134607,2219258,******07217,own,,
sr107516,cbse,2134608,,,own,,
sr107517,cbse,2134609,2194234,******03620,own,,
sr107518,cbse,2134610,2101483,******02403,own,,
sr107519,cbse,2134611,,,own,,
sr107520,cbse,2134612,2130515,******01802,own,,
sr107521,cbse,2134613,1917119,******03604,own,,
sr107522,cbse,2134614,,,own,,
sr107523,cbse,2134615,2210075,******00151,own,,
sr107524,cbse,2134616,2200055,******02702,own,,
sr107525,cbse,2134617,,,own,,
sr107526,cbse,2134618,2034351,******05908,own,,
sr107527,cbse,2134619,2209524,******04608,own,,
sr107528,cbse,2134620,,,own,,
sr107529,cbse,2134621,2187747,******13703,own,,
sr107530,cbse,2134622,,,own,,
sr107531,cbse,2134623,2193882,******00130,own,,
sr107532,cbse,2134624,,,own,,
sr107533,cbse,2134625,2208592,******08408,own,,
sr107534,cbse,2134626,,,own,,
sr107535,cbse,2134627,2195902,******01903,own,,
sr107536,cbse,2134628,,,own,,
sr107537,cbse,2134629,2010378,******11041,own,,
sr107538,cbse,2134630,,,own,,
sr107539,cbse,2134631,2219199,******07149,own,,
sr107540,cbse,2134632,2219362,******07267,own,,
sr107541,cbse,2134633,2189284,******07010,own,,
sr107542,cbse,2134634,,,own,,
sr107543,cbse,2134635,,,own,,
sr107544,cbse,2134636,,,own,,
sr107545,cbse,2134637,2207656,******06306,own,,
sr107546,cbse,2134638,2215911,******03987,own,,
sr107547,cbse,2134639,,,own,,
sr107548,cbse,2134640,2202259,******00509,own,,
sr107549,cbse,2134641,,,own,,
sr107550,cbse,2134642,,,own,,
sr107551,cbse,2134643,,,own,,
sr107552,cbse,2134644,2203538,******05020,own,,
sr107553,cbse,2134645,2188205,******09613,own,,
sr107554,cbse,2134646,2206019,******06006,own,,
sr107555,cbse,2134647,,,own,,
sr107556,cbse,2134648,,,own,,
sr107557,cbse,2134649,2206943,******03713,own,,
sr107558,cbse,2134650,,,own,,
sr107559,cbse,2134651,,,own,,
sr107560,cbse,2134652,2036817,******04217,own,,
sr107561,cbse,2134653,2212184,******00317,own,,
sr107562,cbse,2134654,2214696,******02674,own,,
sr107563,cbse,2134655,2188731,******01707,own,,
sr107564,cbse,2134656,2200772,******06412,own,,
sr107565,cbse,2134657,2199022,******01919,own,,
sr107566,cbse,2134658,2203244,******11305,own,,
sr107567,cbse,2134659,,,own,,
sr107568,cbse,2134660,2183796,******00805,own,,
sr107569,cbse,2134661,2207242,******00628,own,,
sr107570,cbse,2134662,2194498,******00121,own,,
sr107571,cbse,2134663,2204253,******04303,own,,
sr107572,cbse,2134664,,,own,,
sr107573,cbse,2134665,2206453,******00508,own,,
sr107574,cbse,2134666,,,own,,
sr107575,cbse,2134667,2209381,******10601,own,,
sr107576,cbse,2134668,2203221,******06713,own,,
sr107577,cbse,2134669,,,own,,
sr107578,cbse,2134670,1926040,******06304,own,,
sr107579,cbse,2134671,,,own,,
sr107580,cbse,2134672,2208215,******12205,own,,
sr107581,cbse,2134673,2175314,******06005,own,,
sr107582,cbse,2134674,2193375,******00408,own,,
sr107583,cbse,2134675,2202924,******03305,own,,
sr107584,cbse,2134676,2190856,******09703,own,,
sr107585,cbse,2134677,2196728,******02433,own,,
sr107586,cbse,2134678,,,own,,
sr107587,cbse,2134679,,,own,,
sr107588,cbse,2134680,2197652,******06703,own,,
sr107589,cbse,2134681,2204050,******09911,own,,
sr107590,cbse,2134682,2179062,******01103,own,,
sr107591,cbse,2134683,,,own,,
sr107593,cbse,2134685,,,own,,
sr107594,cbse,2134686,2179713,******01710,own,,
sr107595,cbse,2134687,2209806,******01902,own,,
sr107596,cbse,2134688,,,own,,
sr107597,cbse,2134689,,,own,,
sr107598,cbse,2134690,2014549,******06204,own,,
sr107599,cbse,2134691,2204094,******30506,own,,
sr107600,cbse,2134692,2204240,******01504,own,,
sr107601,cbse,2134693,,,own,,
sr107602,cbse,2134694,2203029,******13315,own,,
sr107603,cbse,2134695,,,own,,
sr107604,cbse,2134696,2027182,******07511,own,,
sr107605,cbse,2134697,,,own,,
sr107606,cbse,2134698,,,own,,
sr107607,cbse,2134699,1935535,******06053,own,,
sr107608,cbse,2134700,,,own,,
sr107609,cbse,2134701,,,own,,
sr107610,cbse,2134702,2183810,******06505,own,,
sr107611,cbse,2134703,2214506,******02601,own,,
sr107612,cbse,2134704,2195909,******11202,own,,
sr107613,cbse,2134705,2181284,******14607,own,,
sr107614,cbse,2134706,2202676,******01605,own,,
sr107615,cbse,2134707,2098539,******04803,own,,
sr107616,cbse,2134708,2106995,******10910,own,,
sr107617,cbse,2134709,2192021,******07312,own,,
sr107618,cbse,2134710,,,own,,
sr107619,cbse,2134711,2190306,******01215,own,,
sr107620,cbse,2134712,,,own,,
sr107621,cbse,2134713,2188270,******07243,own,,
sr107622,cbse,2134714,1982159,******41405,own,,
sr107623,cbse,2134715,,,own,,
sr107624,cbse,2134716,,,own,,
sr107625,cbse,2134717,2164449,******11201,own,,
sr107626,cbse,2134718,2203111,******16401,own,,
sr107627,cbse,2134719,2101417,******06802,own,,
sr107628,cbse,2134720,2201828,******02910,own,,
sr107629,cbse,2134721,2160885,******00108,own,,
sr107630,cbse,2134722,,,own,,
sr107631,cbse,2134723,,,own,,
sr107632,cbse,2134724,2203502,******02809,own,,
sr107633,cbse,2134725,1930650,******01008,own,,
sr107634,cbse,2134726,2140257,******17008,own,,
sr107635,cbse,2134727,,,own,,
sr107636,cbse,2134728,2206841,******08104,own,,
sr107637,cbse,2134729,2194017,******02903,own,,
sr107638,cbse,2134730,,,own,,
sr107639,cbse,2134731,2215550,******03834,own,,
sr107640,cbse,2134732,,,own,,
sr107641,cbse,2134733,2006430,******01007,own,,
sr107642,cbse,2134734,2197025,******00107,own,,
sr107643,cbse,2134735,2204630,******06903,own,,
sr107644,cbse,2134736,2160323,******11501,own,,
sr107645,cbse,2134737,2216595,******04811,own,,
sr107646,cbse,2134738,2199162,******04103,own,,
sr107647,cbse,2134739,2197391,******02305,own,,
sr107648,cbse,2134740,2183200,******03304,own,,
sr107649,cbse,2134741,2205274,******01407,own,,
sr107650,cbse,2134742,1928007,******00254,own,,
sr107651,cbse,2134743,2172745,******03403,own,,
sr107652,cbse,2134744,,,own,,
sr107653,cbse,2134745,,,own,,
sr107654,cbse,2134746,,,own,,
sr107655,cbse,2134747,2192750,******08206,own,,
sr107656,cbse,2134748,2191573,******03927,own,,
sr107657,cbse,2134749,,,own,,
sr107658,cbse,2134750,,,own,,
sr107659,cbse,2134751,2202026,******02909,own,,
sr107660,cbse,2134752,2024929,******04103,own,,
sr107661,cbse,2134753,2202326,******02305,own,,
sr107662,cbse,2134754,2057759,******04605,own,,
sr107663,cbse,2134755,2195156,******00703,own,,
sr107664,cbse,2134756,,,own,,
sr107665,cbse,2134757,2206297,******02507,own,,
sr107666,cbse,2134758,1942099,******04502,own,,
sr107667,cbse,2134759,2191728,******10404,own,,
sr107668,cbse,2134760,,,own,,
sr107669,cbse,2134761,,,own,,
sr107670,cbse,2134762,2199343,******11301,own,,
sr107671,cbse,2134763,2195173,******04509,own,,
sr107672,cbse,2134764,,,own,,
sr107673,cbse,2134765,2208537,******06604,own,,
sr107674,cbse,2134766,2205584,******00108,own,,
sr107676,cbse,2134768,,,own,,
sr107677,cbse,2134769,2206762,******00126,own,,
sr107678,cbse,2134770,,,own,,
sr107679,cbse,2134771,2210283,******01303,own,,
sr107680,cbse,2134772,,,own,,
sr107681,cbse,2134773,2197240,******00151,own,,
sr107682,cbse,2134774,2201561,******02308,own,,
sr107683,cbse,2134775,,,own,,
sr107684,cbse,2134776,2207744,******11902,own,,
sr107685,cbse,2134777,2160158,******00108,own,,
sr107686,cbse,2134778,,,own,,
sr107687,cbse,2134779,2196058,******00803,own,,
sr107688,cbse,2134780,2197220,******00308,own,,
sr107689,cbse,2134781,2205552,******07002,own,,
sr107690,cbse,2134782,,,own,,
sr107691,cbse,2134783,2207742,******03804,own,,
sr107692,cbse,2134784,2219281,******07166,own,,
sr107693,cbse,2134785,,,own,,
sr107694,cbse,2134786,,,own,,
sr107695,cbse,2134787,,,own,,
sr107696,cbse,2134788,2210062,******00154,own,,
sr107697,cbse,2134789,2188573,******00112,own,,
sr107698,cbse,2134790,,,own,,
sr107699,cbse,2134791,2190160,******07203,own,,
sr107700,cbse,2134792,2213100,******00949,own,,
sr107701,cbse,2134793,2103357,******03606,own,,
sr107702,cbse,2134794,1959630,******04502,own,,
sr107703,cbse,2134795,1979069,******20102,own,,
sr107704,cbse,2134796,,,own,,
sr107705,cbse,2134797,1928374,******00118,own,,
sr107706,cbse,2134798,,,own,,
sr107707,cbse,2134799,2041825,******13002,own,,
sr107708,cbse,2134800,2014008,******00923,own,,
sr107709,cbse,2134801,2188388,******01711,own,,
sr107710,cbse,2134802,2184892,******19906,own,,
sr107711,cbse,2134803,2206715,******31801,own,,
sr107712,cbse,2134804,2207496,******00114,own,,
sr107713,cbse,2134805,,,own,,
sr107714,cbse,2134806,2203845,******01605,own,,
sr107715,cbse,2134807,2193519,******00601,own,,
sr107716,cbse,2134808,,,own,,
sr107717,cbse,2134809,,,own,,
sr107718,cbse,2134810,2115038,******05204,own,,
sr107719,cbse,2134811,,,own,,
sr107720,cbse,2134812,,,own,,
sr107721,cbse,2134813,,,own,,
sr107722,cbse,2134814,,,own,,
sr107723,cbse,2134815,1942163,******07001,own,,
sr107724,cbse,2134816,2186691,******08102,own,,
sr107725,cbse,2134817,2210124,******05006,own,,
sr107726,cbse,2134818,2211006,******09964,own,,
sr107727,cbse,2134819,,,own,,
sr107728,cbse,2134820,,,own,,
sr107729,cbse,2134821,,,own,,
sr107730,cbse,2134822,,,own,,
sr107731,cbse,2134823,,,own,,
sr107732,cbse,2134824,,,own,,
sr107733,cbse,2134825,2057752,******06615,own,,
sr107734,cbse,2134826,,,own,,
sr107735,cbse,2134827,2197142,******02105,own,,
sr107736,cbse,2134828,2036875,******05102,own,,
sr107737,cbse,2134829,2207392,******12701,own,,
sr107738,cbse,2134830,2209591,******00386,own,,
sr107739,cbse,2134831,2188686,******00131,own,,
sr107740,cbse,2134832,2204801,******08002,own,,
sr107741,cbse,2134833,,,own,,
sr107742,cbse,2134834,,,own,,
sr107743,cbse,2134835,,,own,,
sr107744,cbse,2134836,,,own,,
sr107745,cbse,2134837,,,own,,
sr107746,cbse,2134838,,,own,,
sr107747,cbse,2140001,2180085,******02708,own,,
sr107748,cbse,2140002,1942011,******00604,own,,
sr107749,cbse,2140003,1938031,******06905,own,,
sr107750,cbse,2140004,2084755,******04305,own,,
sr107751,cbse,2140005,2002299,******15507,own,,
sr107752,cbse,2140006,2056214,******07202,own,,
sr107753,cbse,2140007,,,own,,
sr107754,cbse,2140008,2075391,******00805,own,,
sr107755,cbse,2140009,2162267,******01702,own,,
sr107756,cbse,2140010,,,own,,
sr107757,cbse,2140011,,,own,,
sr107758,cbse,2140012,,,own,,
sr107759,cbse,2140013,2044053,******00921,own,,
sr107760,cbse,2140014,1937363,******03503,own,,
sr107761,cbse,2140015,2208003,******01519,own,,
sr107762,cbse,2140016,1900737,******02409,own,,
sr107763,cbse,2140017,1957611,******00115,own,,
sr107764,cbse,2140018,,,own,,
sr107765,cbse,2140019,1970057,******08105,own,,
sr107766,cbse,2140020,2030299,******00203,own,,
sr107767,cbse,2140021,2018950,******08705,own,,
sr107768,cbse,2140022,,,own,,
sr107769,cbse,2140023,2111484,******13805,own,,
sr107770,cbse,2140024,,,own,,
sr107771,cbse,2140025,,,own,,
sr107772,cbse,2140026,2005804,******08209,own,,
sr107773,cbse,2140027,2036949,******22701,own,,
sr107774,cbse,2140028,1923448,******12302,own,,
sr107775,cbse,2140029,1987653,******09702,own,,
sr107776,cbse,2140030,2102590,******04005,own,,
sr107777,cbse,2140031,2041770,******03523,own,,
sr107778,cbse,2140032,,,own,,
sr107779,cbse,2140033,,,own,,
sr107780,cbse,2140034,2028791,******03022,own,,
sr107781,cbse,2140035,2067844,******09104,own,,
sr107782,cbse,2140036,2019886,******04402,own,,
sr107783,cbse,2140037,2123193,******19301,own,,
sr107784,cbse,2140038,2003186,******00953,own,,
sr107785,cbse,2140039,,,own,,
sr107786,cbse,2140040,,,own,,
sr107787,cbse,2140041,,,own,,
sr107788,cbse,2140042,2093416,******11101,own,,
sr107789,cbse,2140043,2051331,******00327,own,,
sr107790,cbse,2140044,2104956,******09305,own,,
sr107791,cbse,2140045,2012921,******00204,own,,
sr107792,cbse,2140046,,,own,,
sr107793,cbse,2140047,2188162,******13420,own,,
sr107794,cbse,2140048,1959420,******08407,own,,
sr107795,cbse,2140049,2070872,******03006,own,,
sr107796,cbse,2140050,2103671,******08104,own,,
sr107797,cbse,2140051,2089458,******04003,own,,
sr107798,cbse,2140052,1994215,******00107,own,,
sr107799,cbse,2140053,2087116,******05805,own,,
sr107800,cbse,2140054,,,own,,
sr107801,cbse,2140055,2084939,******01902,own,,
sr107802,cbse,2140056,,,own,,
sr107803,cbse,2140057,2085993,******05602,own,,
sr107804,cbse,2140058,1909848,******13301,own,,
sr107805,cbse,2140059,2102814,******05315,own,,
sr107806,cbse,2140060,2180671,******04502,own,,
sr107807,cbse,2140061,,,own,,
sr107808,cbse,2140062,,,own,,
sr107809,cbse,2140063,,,own,,
sr107810,cbse,2140064,2028393,******12903,own,,
sr107811,cbse,2140065,1987479,******02524,own,,
sr107812,cbse,2140066,,,own,,
sr107813,cbse,2140067,,,own,,
sr107814,cbse,2140068,1951206,******10404,own,,
sr107815,cbse,2140069,,,own,,
sr107816,cbse,2140070,2149386,******13102,own,,
sr107817,cbse,2140071,2180962,******10608,own,,
sr107818,cbse,2140072,2083604,******03509,own,,
sr107819,cbse,2140073,1931893,******03003,own,,
sr107820,cbse,2140074,,,own,,
sr107821,cbse,2140150,,,own,,
sr107822,cbse,2140151,2203598,******03504,own,,
sr107823,cbse,2170051,2078536,******00131,own,,
sr107824,cbse,2180001,2180850,******00107,own,,
sr107825,cbse,2180003,2122359,******14602,own,,
sr107826,cbse,2180004,2195003,******18813,own,,
sr107827,cbse,2180005,2184037,******18707,own,,
sr107828,cbse,2180006,1998684,******01611,own,,
sr107829,cbse,2180007,2181455,******02322,own,,
sr107830,cbse,2180008,1905348,******12053,own,,
sr107831,cbse,2180009,2021583,******00518,own,,
sr107832,cbse,2180010,2176932,******11004,own,,
sr107833,cbse,2180011,2181676,******10923,own,,
sr107834,cbse,2180012,2181816,******02914,own,,
sr107835,cbse,2180013,2074327,******00160,own,,
sr107836,cbse,2180014,1929413,******06509,own,,
sr107837,cbse,2180015,2185743,******00716,own,,
sr107838,cbse,2180016,2186030,******07314,own,,
sr107839,cbse,2180017,2074979,******02724,own,,
sr107840,cbse,2180018,2181538,******06905,own,,
sr107841,cbse,2180019,2024517,******01129,own,,
sr107842,cbse,2180020,1955655,******03901,own,,
sr107843,cbse,2180021,,,own,,
sr107844,cbse,2180022,2183248,******00521,own,,
sr107845,cbse,2180023,2160335,******11805,own,,
sr107846,cbse,2180024,2181452,******14205,own,,
sr107847,cbse,2180026,2182812,******02241,own,,
sr107848,cbse,2180029,2178091,******02705,own,,
sr107849,cbse,2180031,2183566,******09903,own,,
sr107850,cbse,2180033,2001305,******00141,own,,
sr107851,cbse,2180043,2008983,******06504,own,,
sr107852,cbse,2180047,2184971,******12002,own,,
sr107853,cbse,2180048,1984770,******08424,own,,
sr107854,cbse,2180049,,,own,,
sr107855,cbse,2180150,2169577,******03402,own,,
sr107856,cbse,2200001,2701935,******03704,own,,
sr107857,cbse,2200002,2701123,******00102,own,,
sr107858,cbse,2200003,2703634,******05204,own,,
sr107859,cbse,2200004,2701953,******04107,own,,
sr107860,cbse,2200005,2703564,******02617,own,,
sr107861,cbse,2200007,2700128,******06705,own,,
sr107862,cbse,2200008,2702643,******01905,own,,
sr107863,cbse,2200009,2702160,******12701,own,,
sr107864,cbse,220001,3373425,******05908,own,,
sr107865,cbse,2200010,2701408,******04802,own,,
sr107866,cbse,2200011,2703436,******01911,own,,
sr107867,cbse,2200012,2702949,******00211,own,,
sr107868,cbse,2200013,2701288,******02311,own,,
sr107869,cbse,2200014,2701093,******02605,own,,
sr107870,cbse,2200015,2701375,******02110,own,,
sr107871,cbse,2200016,2703332,******00502,own,,
sr107872,cbse,2200017,2704074,******01608,own,,
sr107873,cbse,220002,3372754,******12705,own,,
sr107874,cbse,220003,3305568,******17103,own,,
sr107875,cbse,220004,3334894,******08006,own,,
sr107876,cbse,220005,3324682,******09904,own,,
sr107877,cbse,220006,,,own,,
sr107878,cbse,220007,3303780,******00509,own,,
sr107879,cbse,220008,3365020,******05103,own,,
sr107880,cbse,220009,3327277,******00312,own,,
sr107881,cbse,220010,3352898,******01010,own,,
sr107882,cbse,2200100,2704149,******04207,own,,
sr107883,cbse,2200101,2704157,******04403,own,,
sr107884,cbse,2200102,2704152,******09602,own,,
sr107885,cbse,220011,3370480,******09405,own,,
sr107886,cbse,220012,3370712,******10624,own,,
sr107887,cbse,220013,3307235,******10713,own,,
sr107888,cbse,220014,3307094,******03703,own,,
sr107889,cbse,220015,,,own,,
sr107890,cbse,220150,3373115,******19902,own,,
sr107891,cbse,220151,3372826,******01006,own,,
sr107892,cbse,220152,3373228,******07204,own,,
sr107893,cbse,220153,3372836,******14604,own,,
sr107894,cbse,220154,3372835,******13508,own,,
sr107895,cbse,220155,3373603,******26802,own,,
sr107896,cbse,220156,3373598,******00804,own,,
sr107897,cbse,220157,3373601,******14511,own,,
sr107898,cbse,220158,3373618,******09302,own,,
sr107899,cbse,220159,3373695,******16404,own,,
sr107900,cbse,220160,3373600,******09303,own,,
sr107901,cbse,220161,3304314,******12207,own,,
sr107902,cbse,220162,3373599,******06405,own,,
sr107903,cbse,220163,3373624,******30902,own,,
sr107904,cbse,220164,3373602,******11516,own,,
sr107905,cbse,220165,3325450,******04414,own,,
sr107906,cbse,220166,3373606,******03509,own,,
sr107907,cbse,220167,3373687,******20503,own,,
sr107908,cbse,220168,3373604,******13803,own,,
sr107909,cbse,220169,3373692,******03104,own,,
sr107910,cbse,220170,3373693,******04703,own,,
sr107911,cbse,220171,3373605,******18114,own,,
sr107912,cbse,220172,3373919,******02407,own,,
sr107913,cbse,220173,3373924,******09806,own,,
sr107914,cbse,220174,,,own,,
sr107915,cbse,220175,,,own,,
sr107916,cbse,220176,3373942,******19804,own,,
sr107917,cbse,220177,3373929,******18904,own,,
sr107918,cbse,220178,3373938,******02935,own,,
sr107919,cbse,220179,3373930,******01104,own,,
sr107920,cbse,220180,3373661,******04102,own,,
sr107921,cbse,220181,3373927,******00915,own,,
sr107922,cbse,220182,,,own,,
sr107923,cbse,220183,3373936,******01004,own,,
sr107924,cbse,220184,3373887,******01207,own,,
sr107925,cbse,220185,3373943,******13605,own,,
sr107926,cbse,220186,3373941,******01709,own,,
sr107927,cbse,220187,3373660,******06215,own,,
sr107928,cbse,220188,3373926,******19405,own,,
sr107929,cbse,220189,,,own,,
sr107930,cbse,220190,3373937,******09311,own,,
sr107931,cbse,220191,3373915,******00608,own,,
sr107932,cbse,2220001,,,own,,
sr107933,cbse,2220002,2701016,******04401,own,,
sr107934,cbse,2220003,2700568,******03501,own,,
sr107935,cbse,2220004,2703276,******00909,own,,
sr107936,cbse,2220005,2701059,******06801,own,,
sr107937,cbse,2220006,2704066,******01915,own,,
sr107938,cbse,2220007,,,own,,
sr107939,cbse,2220008,2701215,******00201,own,,
sr107940,cbse,2220009,,,own,,
sr107941,cbse,2220010,2700687,******05209,own,,
sr107942,cbse,2220011,,,own,,
sr107943,cbse,2220012,2701847,******06701,own,,
sr107944,cbse,2220013,,,own,,
sr107945,cbse,2220014,,,own,,
sr107946,cbse,2220015,2702156,******05201,own,,
sr107947,cbse,2220016,,,own,,
sr107948,cbse,2220017,,,own,,
sr107949,cbse,2220018,2700731,******00801,own,,
sr107950,cbse,2220019,,,own,,
sr107951,cbse,2220020,,,own,,
sr107952,cbse,2220021,2700848,******00303,own,,
sr107953,cbse,2220022,2700515,******00101,own,,
sr107954,cbse,2220023,2701595,******00103,own,,
sr107955,cbse,2220024,2703238,******04702,own,,
sr107956,cbse,2220025,2703154,******00401,own,,
sr107957,cbse,2220026,,,own,,
sr107958,cbse,2220027,,,own,,
sr107959,cbse,2220028,2700996,******02001,own,,
sr107960,cbse,2220029,2701090,******02602,own,,
sr107961,cbse,2220030,,,own,,
sr107962,cbse,2220031,,,own,,
sr107963,cbse,2220032,,,own,,
sr107964,cbse,2220033,2700489,******00101,own,,
sr107965,cbse,2220034,,,own,,
sr107966,cbse,2220035,2703605,******04001,own,,
sr107967,cbse,2220036,,,own,,
sr107968,cbse,2220037,2703393,******00701,own,,
sr107969,cbse,2220038,,,own,,
sr107970,cbse,2220039,2700917,******02806,own,,
sr107971,cbse,2220040,,,own,,
sr107972,cbse,2220041,,,own,,
sr107973,cbse,2220042,2700871,******02604,own,,
sr107974,cbse,2220043,2700113,******02101,own,,
sr107975,cbse,2220044,,,own,,
sr107976,cbse,2220045,,,own,,
sr107977,cbse,2220046,2700778,******02902,own,,
sr107978,cbse,2220047,,,own,,
sr107979,cbse,2220048,2700887,******01205,own,,
sr107980,cbse,2220049,2703973,******01801,own,,
sr107981,cbse,2220050,,,own,,
sr107982,cbse,2220051,,,own,,
sr107983,cbse,2220052,2701495,******01601,own,,
sr107984,cbse,2220053,,,own,,
sr107985,cbse,2220054,2701009,******01301,own,,
sr107986,cbse,2220055,2701252,******00302,own,,
sr107987,cbse,2220056,,,own,,
sr107988,cbse,2220057,,,own,,
sr107989,cbse,2220058,,,own,,
sr107990,cbse,2220059,2702316,******02701,own,,
sr107991,cbse,2220060,,,own,,
sr107992,cbse,2220061,,,own,,
sr107993,cbse,2220062,,,own,,
sr107994,cbse,2220063,,,own,,
sr107995,cbse,2220064,,,own,,
sr107996,cbse,2220065,2700684,******05001,own,,
sr107997,cbse,2220066,2702776,******02101,own,,
sr107998,cbse,2220067,,,own,,
sr107999,cbse,2220068,2700050,******02629,own,,
sr108000,cbse,2220069,2700603,******01101,own,,
sr108001,cbse,2220070,,,own,,
sr108002,cbse,2220071,,,own,,
sr108003,cbse,2220072,,,own,,
sr108004,cbse,2220073,,,own,,
sr108005,cbse,2220074,2702641,******01901,own,,
sr108006,cbse,2220075,,,own,,
sr108007,cbse,2220076,,,own,,
sr108008,cbse,2220077,2703758,******00201,own,,
sr108009,cbse,2220078,2701217,******00203,own,,
sr108010,cbse,2220079,,,own,,
sr108011,cbse,2220080,,,own,,
sr108012,cbse,2220081,,,own,,
sr108013,cbse,2220082,,,own,,
sr108014,cbse,2220083,,,own,,
sr108015,cbse,2220084,2702664,******03502,own,,
sr108016,cbse,2220085,,,own,,
sr108017,cbse,2220086,,,own,,
sr108018,cbse,2220087,2700941,******00301,own,,
sr108019,cbse,2220088,2703860,******00505,own,,
sr108020,cbse,2220089,,,own,,
sr108021,cbse,2220090,,,own,,
sr108022,cbse,2220091,,,own,,
sr108023,cbse,2220092,,,own,,
sr108024,cbse,2220093,2700371,******01101,own,,
sr108025,cbse,2220094,,,own,,
sr108026,cbse,2220096,,,own,,
sr108027,cbse,2220097,,,own,,
sr108028,cbse,2220098,,,own,,
sr108029,cbse,2220099,2703059,******00901,own,,
sr108030,cbse,2220100,2701132,******00203,own,,
sr108031,cbse,2220101,,,own,,
sr108032,cbse,2220102,2700688,******06601,own,,
sr108033,cbse,2220103,,,own,,
sr108034,cbse,2220104,,,own,,
sr108035,cbse,2220105,2700682,******04301,own,,
sr108036,cbse,2220106,,,own,,
sr108037,cbse,2220107,,,own,,
sr108038,cbse,2220108,2702347,******01002,own,,
sr108039,cbse,2220109,,,own,,
sr108040,cbse,2220110,,,own,,
sr108041,cbse,2220111,,,own,,
sr108042,cbse,2220112,,,own,,
sr108043,cbse,2220113,,,own,,
sr108044,cbse,2220114,,,own,,
sr108045,cbse,2220115,,,own,,
sr108046,cbse,2220116,,,own,,
sr108047,cbse,2220117,,,own,,
sr108048,cbse,2220118,,,own,,
sr108049,cbse,2220119,2703763,******04803,own,,
sr108050,cbse,2220120,2701477,******09001,own,,
sr108051,cbse,2220121,,,own,,
sr108052,cbse,2220122,2701413,******00101,own,,
sr108053,cbse,2220123,,,own,,
sr108054,cbse,2220124,2701136,******00301,own,,
sr108055,cbse,2220125,,,own,,
sr108056,cbse,2220126,,,own,,
sr108057,cbse,2220127,,,own,,
sr108058,cbse,2220128,,,own,,
sr108059,cbse,2220129,,,own,,
sr108060,cbse,2220130,,,own,,
sr108061,cbse,2220131,2702657,******01901,own,,
sr108062,cbse,2220132,2703998,******00101,own,,
sr108063,cbse,2220133,,,own,,
sr108064,cbse,2220134,2700020,******04201,own,,
sr108065,cbse,2220135,,,own,,
sr108066,cbse,2220136,2703159,******02001,own,,
sr108067,cbse,2220137,,,own,,
sr108068,cbse,2220138,,,own,,
sr108069,cbse,2220139,,,own,,
sr108070,cbse,2220140,,,own,,
sr108071,cbse,2220141,2700258,******05401,own,,
sr108072,cbse,2220142,,,own,,
sr108073,cbse,2220143,,,own,,
sr108074,cbse,2220144,,,own,,
sr108075,cbse,2220145,2700760,******03501,own,,
sr108076,cbse,2220146,2703139,******00203,own,,
sr108077,cbse,2220147,,,own,,
sr108078,cbse,2220148,2700133,******00902,own,,
sr108079,cbse,2220149,,,own,,
sr108080,cbse,2220150,,,own,,
sr108081,cbse,2220151,,,own,,
sr108082,cbse,2220152,,,own,,
sr108083,cbse,2220153,,,own,,
sr108084,cbse,2220154,,,own,,
sr108085,cbse,2220155,,,own,,
sr108086,cbse,2220156,,,own,,
sr108087,cbse,2220157,,,own,,
sr108088,cbse,2220158,,,own,,
sr108089,cbse,2220159,,,own,,
sr108090,cbse,2220160,2700255,******05101,own,,
sr108091,cbse,2220161,,,own,,
sr108092,cbse,2220162,,,own,,
sr108093,cbse,2220163,2700127,******06702,own,,
sr108094,cbse,2220164,,,own,,
